source,source_type,type,_weight,target,target_type,_last_edited_by,_last_edited_date,_date_added,_date,_raw_source,_algorithm,_articleid,_journal
Watson-Gray,Entity.Organization.FishingCompany,Event.Fishing,0.5,Wrasse Beds,Entity.Location.Region,Greta Grass-Hill,2035-04-04 18:00:00,2035-04-04 18:00:00,2035-04-04,Haacklee Herald,ShadGPT,Watson-Gray__0__0__Haacklee Herald,Haacklee Herald
Watson-Gray,Entity.Organization.FishingCompany,Event.Fishing,0.5,Wrasse Beds,Entity.Location.Region,Greta Grass-Hill,2035-04-04 18:00:00,2035-04-04 18:00:00,2035-04-04,Haacklee Herald,ShadGPT,Watson-Gray__0__0__Haacklee Herald,Haacklee Herald
Watson-Gray,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Greta Grass-Hill,2035-04-04 18:00:00,2035-04-04 18:00:00,2035-04-04,Haacklee Herald,ShadGPT,Watson-Gray__0__0__Haacklee Herald,Haacklee Herald
Watson-Gray,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Clepper Jessen,2035-04-04 19:00:00,2035-04-04 19:00:00,2035-04-04,Lomark Daily,BassLine,Watson-Gray__0__0__Lomark Daily,Lomark Daily
Watson-Gray,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Clepper Jessen,2035-04-04 19:00:00,2035-04-04 19:00:00,2035-04-04,Lomark Daily,BassLine,Watson-Gray__0__0__Lomark Daily,Lomark Daily
Watson-Gray,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Clepper Jessen,2035-04-04 19:00:00,2035-04-04 19:00:00,2035-04-04,Lomark Daily,BassLine,Watson-Gray__0__0__Lomark Daily,Lomark Daily
Harper Inc,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Clepper Jessen,2035-04-04 21:00:00,2035-04-04 21:00:00,2035-04-04,The News Buoy,BassLine,Harper Inc__0__0__The News Buoy,The News Buoy
Harper Inc,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Clepper Jessen,2035-04-04 21:00:00,2035-04-04 21:00:00,2035-04-04,The News Buoy,BassLine,Harper Inc__0__0__The News Buoy,The News Buoy
Kelly-Smith,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Wrasse Beds,Entity.Location.Region,Harvey Janus,2035-04-04 22:00:00,2035-04-04 22:00:00,2035-04-04,The News Buoy,BassLine,Kelly-Smith__0__0__The News Buoy,The News Buoy
Kelly-Smith,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Harvey Janus,2035-04-04 22:00:00,2035-04-04 22:00:00,2035-04-04,The News Buoy,BassLine,Kelly-Smith__0__0__The News Buoy,The News Buoy
Kelly-Smith,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Wrasse Beds,Entity.Location.Region,Harvey Janus,2035-04-04 22:00:00,2035-04-04 22:00:00,2035-04-04,The News Buoy,BassLine,Kelly-Smith__0__0__The News Buoy,The News Buoy
Kelly-Smith,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Wrasse Beds,Entity.Location.Region,Harvey Janus,2035-04-04 22:00:00,2035-04-04 22:00:00,2035-04-04,The News Buoy,BassLine,Kelly-Smith__0__0__The News Buoy,The News Buoy
Kelly-Smith,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Wrasse Beds,Entity.Location.Region,Harvey Janus,2035-04-04 22:00:00,2035-04-04 22:00:00,2035-04-04,The News Buoy,BassLine,Kelly-Smith__0__0__The News Buoy,The News Buoy
Kelly-Smith,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Harvey Janus,2035-04-04 22:00:00,2035-04-04 22:00:00,2035-04-04,The News Buoy,BassLine,Kelly-Smith__0__0__The News Buoy,The News Buoy
Kelly-Smith,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Harvey Janus,2035-04-04 22:00:00,2035-04-04 22:00:00,2035-04-04,The News Buoy,BassLine,Kelly-Smith__0__0__The News Buoy,The News Buoy
RechFish Freight Plc,Entity.Organization.LogisticsCompany,Event.Criticize,-1.0,Oceanus Guardians Alliance,Entity.Organization.NGO,Melinda Manning,2035-04-05 06:00:00,2035-04-05 06:00:00,2035-04-05,The News Buoy,ShadGPT,Jones Group__0__0__The News Buoy,The News Buoy
City Of Lomark,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,RechFish Freight Plc,Entity.Organization.LogisticsCompany,Melinda Manning,2035-04-05 06:00:00,2035-04-05 06:00:00,2035-04-05,The News Buoy,ShadGPT,Jones Group__0__0__The News Buoy,The News Buoy
City Of Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,RechFish Freight Plc,Entity.Organization.LogisticsCompany,Melinda Manning,2035-04-05 06:00:00,2035-04-05 06:00:00,2035-04-05,The News Buoy,ShadGPT,Jones Group__0__0__The News Buoy,The News Buoy
RechFish Freight Plc,Entity.Organization.LogisticsCompany,Event.Fishing.OverFishing,-1.0,Cod Table,Entity.Location.Region,Melinda Manning,2035-04-05 06:00:00,2035-04-05 06:00:00,2035-04-05,The News Buoy,ShadGPT,Jones Group__0__0__The News Buoy,The News Buoy
Thompson-Padilla,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Urashima Tarō,2035-04-05 07:00:00,2035-04-05 07:00:00,2035-04-05,The News Buoy,ShadGPT,Thompson-Padilla__0__0__The News Buoy,The News Buoy
Thompson-Padilla,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Urashima Tarō,2035-04-05 07:00:00,2035-04-05 07:00:00,2035-04-05,The News Buoy,ShadGPT,Thompson-Padilla__0__0__The News Buoy,The News Buoy
Thompson-Padilla,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Urashima Tarō,2035-04-05 07:00:00,2035-04-05 07:00:00,2035-04-05,The News Buoy,ShadGPT,Thompson-Padilla__0__0__The News Buoy,The News Buoy
Thompson-Padilla,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Urashima Tarō,2035-04-05 07:00:00,2035-04-05 07:00:00,2035-04-05,The News Buoy,ShadGPT,Thompson-Padilla__0__0__The News Buoy,The News Buoy
Thompson-Padilla,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Niklaus Oberon,2035-04-05 08:00:00,2035-04-05 08:00:00,2035-04-05,Haacklee Herald,ShadGPT,Thompson-Padilla__0__0__Haacklee Herald,Haacklee Herald
Thompson-Padilla,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Tuna Shelf,Entity.Location.Region,Niklaus Oberon,2035-04-05 08:00:00,2035-04-05 08:00:00,2035-04-05,Haacklee Herald,ShadGPT,Thompson-Padilla__0__0__Haacklee Herald,Haacklee Herald
Thompson-Padilla,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Wrasse Beds,Entity.Location.Region,Niklaus Oberon,2035-04-05 08:00:00,2035-04-05 08:00:00,2035-04-05,Haacklee Herald,ShadGPT,Thompson-Padilla__0__0__Haacklee Herald,Haacklee Herald
Thompson-Padilla,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Niklaus Oberon,2035-04-05 08:00:00,2035-04-05 08:00:00,2035-04-05,Haacklee Herald,ShadGPT,Thompson-Padilla__0__0__Haacklee Herald,Haacklee Herald
Thompson-Padilla,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Niklaus Oberon,2035-04-05 08:00:00,2035-04-05 08:00:00,2035-04-05,Haacklee Herald,ShadGPT,Thompson-Padilla__0__0__Haacklee Herald,Haacklee Herald
Thompson-Padilla,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Junior Shurdlu,2035-04-05 10:00:00,2035-04-05 10:00:00,2035-04-05,Lomark Daily,BassLine,Thompson-Padilla__0__0__Lomark Daily,Lomark Daily
Thompson-Padilla,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Junior Shurdlu,2035-04-05 10:00:00,2035-04-05 10:00:00,2035-04-05,Lomark Daily,BassLine,Thompson-Padilla__0__0__Lomark Daily,Lomark Daily
Thompson-Padilla,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Cod Table,Entity.Location.Region,Junior Shurdlu,2035-04-05 10:00:00,2035-04-05 10:00:00,2035-04-05,Lomark Daily,BassLine,Thompson-Padilla__0__0__Lomark Daily,Lomark Daily
Thompson-Padilla,Entity.Organization.FishingCompany,Event.Fishing,0.5,Wrasse Beds,Entity.Location.Region,Junior Shurdlu,2035-04-05 10:00:00,2035-04-05 10:00:00,2035-04-05,Lomark Daily,BassLine,Thompson-Padilla__0__0__Lomark Daily,Lomark Daily
Thompson-Padilla,Entity.Organization.FishingCompany,Event.Fishing,0.5,Tuna Shelf,Entity.Location.Region,Junior Shurdlu,2035-04-05 10:00:00,2035-04-05 10:00:00,2035-04-05,Lomark Daily,BassLine,Thompson-Padilla__0__0__Lomark Daily,Lomark Daily
Thompson-Padilla,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Junior Shurdlu,2035-04-05 10:00:00,2035-04-05 10:00:00,2035-04-05,Lomark Daily,BassLine,Thompson-Padilla__0__0__Lomark Daily,Lomark Daily
Thompson-Padilla,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Junior Shurdlu,2035-04-05 10:00:00,2035-04-05 10:00:00,2035-04-05,Lomark Daily,BassLine,Thompson-Padilla__0__0__Lomark Daily,Lomark Daily
Thompson-Padilla,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Junior Shurdlu,2035-04-05 10:00:00,2035-04-05 10:00:00,2035-04-05,Lomark Daily,BassLine,Thompson-Padilla__0__0__Lomark Daily,Lomark Daily
Rivas-Stevens,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Cod Table,Entity.Location.Region,Worf Peer,2035-04-05 14:00:00,2035-04-05 14:00:00,2035-04-05,The News Buoy,BassLine,Rivas-Stevens__0__0__The News Buoy,The News Buoy
Rivas-Stevens,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Worf Peer,2035-04-05 14:00:00,2035-04-05 14:00:00,2035-04-05,The News Buoy,BassLine,Rivas-Stevens__0__0__The News Buoy,The News Buoy
Rivas-Stevens,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Worf Peer,2035-04-05 14:00:00,2035-04-05 14:00:00,2035-04-05,The News Buoy,BassLine,Rivas-Stevens__0__0__The News Buoy,The News Buoy
Rivas-Stevens,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Tuna Shelf,Entity.Location.Region,Worf Peer,2035-04-05 14:00:00,2035-04-05 14:00:00,2035-04-05,The News Buoy,BassLine,Rivas-Stevens__0__0__The News Buoy,The News Buoy
Rivas-Stevens,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Tuna Shelf,Entity.Location.Region,Worf Peer,2035-04-05 14:00:00,2035-04-05 14:00:00,2035-04-05,The News Buoy,BassLine,Rivas-Stevens__0__0__The News Buoy,The News Buoy
RechFish Freight Plc,Entity.Organization.LogisticsCompany,Event.Criticize,-1.0,Oceanus Guardians Alliance,Entity.Organization.NGO,Niklaus Oberon,2035-04-05 17:00:00,2035-04-05 17:00:00,2035-04-05,Lomark Daily,ShadGPT,Jones Group__0__0__Lomark Daily,Lomark Daily
Underwood Inc,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Kristin Baker,2035-04-05 17:00:00,2035-04-05 17:00:00,2035-04-05,The News Buoy,ShadGPT,Underwood Inc__0__0__The News Buoy,The News Buoy
City Of Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,RechFish Freight Plc,Entity.Organization.LogisticsCompany,Niklaus Oberon,2035-04-05 17:00:00,2035-04-05 17:00:00,2035-04-05,Lomark Daily,ShadGPT,Jones Group__0__0__Lomark Daily,Lomark Daily
City Of Lomark,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,RechFish Freight Plc,Entity.Organization.LogisticsCompany,Niklaus Oberon,2035-04-05 17:00:00,2035-04-05 17:00:00,2035-04-05,Lomark Daily,ShadGPT,Jones Group__0__0__Lomark Daily,Lomark Daily
Underwood Inc,Entity.Organization.FishingCompany,Event.Fishing,0.5,Wrasse Beds,Entity.Location.Region,Kristin Baker,2035-04-05 17:00:00,2035-04-05 17:00:00,2035-04-05,The News Buoy,ShadGPT,Underwood Inc__0__0__The News Buoy,The News Buoy
Underwood Inc,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Kristin Baker,2035-04-05 17:00:00,2035-04-05 17:00:00,2035-04-05,The News Buoy,ShadGPT,Underwood Inc__0__0__The News Buoy,The News Buoy
Underwood Inc,Entity.Organization.FishingCompany,Event.Fishing,0.5,Wrasse Beds,Entity.Location.Region,Kristin Baker,2035-04-05 17:00:00,2035-04-05 17:00:00,2035-04-05,The News Buoy,ShadGPT,Underwood Inc__0__0__The News Buoy,The News Buoy
Underwood Inc,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Kristin Baker,2035-04-05 17:00:00,2035-04-05 17:00:00,2035-04-05,The News Buoy,ShadGPT,Underwood Inc__0__0__The News Buoy,The News Buoy
Underwood Inc,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Kristin Baker,2035-04-05 17:00:00,2035-04-05 17:00:00,2035-04-05,The News Buoy,ShadGPT,Underwood Inc__0__0__The News Buoy,The News Buoy
RechFish Freight Plc,Entity.Organization.LogisticsCompany,Event.Fishing.OverFishing,-1.0,Cod Table,Entity.Location.Region,Niklaus Oberon,2035-04-05 17:00:00,2035-04-05 17:00:00,2035-04-05,Lomark Daily,ShadGPT,Jones Group__0__0__Lomark Daily,Lomark Daily
Underwood Inc,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Kristin Baker,2035-04-05 17:00:00,2035-04-05 17:00:00,2035-04-05,The News Buoy,ShadGPT,Underwood Inc__0__0__The News Buoy,The News Buoy
Rivas-Stevens,Entity.Organization.FishingCompany,Event.Fishing,0.5,Tuna Shelf,Entity.Location.Region,Olokun Daramola,2035-04-05 18:00:00,2035-04-05 18:00:00,2035-04-05,Lomark Daily,ShadGPT,Rivas-Stevens__0__0__Lomark Daily,Lomark Daily
Rivas-Stevens,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Tuna Shelf,Entity.Location.Region,Olokun Daramola,2035-04-05 18:00:00,2035-04-05 18:00:00,2035-04-05,Lomark Daily,ShadGPT,Rivas-Stevens__0__0__Lomark Daily,Lomark Daily
Rivas-Stevens,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Olokun Daramola,2035-04-05 18:00:00,2035-04-05 18:00:00,2035-04-05,Lomark Daily,ShadGPT,Rivas-Stevens__0__0__Lomark Daily,Lomark Daily
Rivas-Stevens,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Olokun Daramola,2035-04-05 18:00:00,2035-04-05 18:00:00,2035-04-05,Lomark Daily,ShadGPT,Rivas-Stevens__0__0__Lomark Daily,Lomark Daily
Rivas-Stevens,Entity.Organization.FishingCompany,Event.Fishing,0.5,Tuna Shelf,Entity.Location.Region,Olokun Daramola,2035-04-05 18:00:00,2035-04-05 18:00:00,2035-04-05,Lomark Daily,ShadGPT,Rivas-Stevens__0__0__Lomark Daily,Lomark Daily
Rivas-Stevens,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Olokun Daramola,2035-04-05 18:00:00,2035-04-05 18:00:00,2035-04-05,Lomark Daily,ShadGPT,Rivas-Stevens__0__0__Lomark Daily,Lomark Daily
Rivas-Stevens,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Tuna Shelf,Entity.Location.Region,Olokun Daramola,2035-04-05 18:00:00,2035-04-05 18:00:00,2035-04-05,Lomark Daily,ShadGPT,Rivas-Stevens__0__0__Lomark Daily,Lomark Daily
Rivas-Stevens,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Olokun Daramola,2035-04-05 18:00:00,2035-04-05 18:00:00,2035-04-05,Lomark Daily,ShadGPT,Rivas-Stevens__0__0__Lomark Daily,Lomark Daily
City Of Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,RechFish Freight Plc,Entity.Organization.LogisticsCompany,Haenyeo Hyun-Ki,2035-04-05 20:00:00,2035-04-05 20:00:00,2035-04-05,Haacklee Herald,ShadGPT,Jones Group__0__0__Haacklee Herald,Haacklee Herald
City Of Lomark,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,RechFish Freight Plc,Entity.Organization.LogisticsCompany,Haenyeo Hyun-Ki,2035-04-05 20:00:00,2035-04-05 20:00:00,2035-04-05,Haacklee Herald,ShadGPT,Jones Group__0__0__Haacklee Herald,Haacklee Herald
RechFish Freight Plc,Entity.Organization.LogisticsCompany,Event.Fishing.OverFishing,-1.0,Cod Table,Entity.Location.Region,Haenyeo Hyun-Ki,2035-04-05 20:00:00,2035-04-05 20:00:00,2035-04-05,Haacklee Herald,ShadGPT,Jones Group__0__0__Haacklee Herald,Haacklee Herald
RechFish Freight Plc,Entity.Organization.LogisticsCompany,Event.Criticize,-1.0,Paackland Fishermen's Rights Enforcement Network,Entity.Organization.NGO,Haenyeo Hyun-Ki,2035-04-05 20:00:00,2035-04-05 20:00:00,2035-04-05,Haacklee Herald,ShadGPT,Jones Group__0__0__Haacklee Herald,Haacklee Herald
Rivas-Stevens,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Jack Inch,2035-04-05 23:00:00,2035-04-05 23:00:00,2035-04-05,Haacklee Herald,ShadGPT,Rivas-Stevens__0__0__Haacklee Herald,Haacklee Herald
Rivas-Stevens,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Cod Table,Entity.Location.Region,Jack Inch,2035-04-05 23:00:00,2035-04-05 23:00:00,2035-04-05,Haacklee Herald,ShadGPT,Rivas-Stevens__0__0__Haacklee Herald,Haacklee Herald
Rivas-Stevens,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Tuna Shelf,Entity.Location.Region,Jack Inch,2035-04-05 23:00:00,2035-04-05 23:00:00,2035-04-05,Haacklee Herald,ShadGPT,Rivas-Stevens__0__0__Haacklee Herald,Haacklee Herald
Rivas-Stevens,Entity.Organization.FishingCompany,Event.Fishing,0.5,Tuna Shelf,Entity.Location.Region,Jack Inch,2035-04-05 23:00:00,2035-04-05 23:00:00,2035-04-05,Haacklee Herald,ShadGPT,Rivas-Stevens__0__0__Haacklee Herald,Haacklee Herald
Bowers Group,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Niklaus Oberon,2035-04-06 01:00:00,2035-04-06 01:00:00,2035-04-06,Haacklee Herald,ShadGPT,Bowers Group__0__0__Haacklee Herald,Haacklee Herald
Bowers Group,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Tuna Shelf,Entity.Location.Region,Niklaus Oberon,2035-04-06 01:00:00,2035-04-06 01:00:00,2035-04-06,Haacklee Herald,ShadGPT,Bowers Group__0__0__Haacklee Herald,Haacklee Herald
Bowers Group,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Niklaus Oberon,2035-04-06 01:00:00,2035-04-06 01:00:00,2035-04-06,Haacklee Herald,ShadGPT,Bowers Group__0__0__Haacklee Herald,Haacklee Herald
Bowers Group,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Cod Table,Entity.Location.Region,Niklaus Oberon,2035-04-06 01:00:00,2035-04-06 01:00:00,2035-04-06,Haacklee Herald,ShadGPT,Bowers Group__0__0__Haacklee Herald,Haacklee Herald
Bowers Group,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Niklaus Oberon,2035-04-06 01:00:00,2035-04-06 01:00:00,2035-04-06,Haacklee Herald,ShadGPT,Bowers Group__0__0__Haacklee Herald,Haacklee Herald
Bowers Group,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Cod Table,Entity.Location.Region,Niklaus Oberon,2035-04-06 01:00:00,2035-04-06 01:00:00,2035-04-06,Haacklee Herald,ShadGPT,Bowers Group__0__0__Haacklee Herald,Haacklee Herald
Mclaughlin-Chandler,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Haenyeo Hyun-Ki,2035-04-06 06:00:00,2035-04-06 06:00:00,2035-04-06,The News Buoy,ShadGPT,Mclaughlin-Chandler__0__0__The News Buoy,The News Buoy
Frank Group,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Olokun Daramola,2035-04-06 06:00:00,2035-04-06 06:00:00,2035-04-06,The News Buoy,BassLine,Frank Group__0__0__The News Buoy,The News Buoy
Mclaughlin-Chandler,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Haenyeo Hyun-Ki,2035-04-06 06:00:00,2035-04-06 06:00:00,2035-04-06,The News Buoy,ShadGPT,Mclaughlin-Chandler__0__0__The News Buoy,The News Buoy
Frank Group,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Olokun Daramola,2035-04-06 06:00:00,2035-04-06 06:00:00,2035-04-06,The News Buoy,BassLine,Frank Group__0__0__The News Buoy,The News Buoy
Frank Group,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Olokun Daramola,2035-04-06 06:00:00,2035-04-06 06:00:00,2035-04-06,The News Buoy,BassLine,Frank Group__0__0__The News Buoy,The News Buoy
Mclaughlin-Chandler,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Haenyeo Hyun-Ki,2035-04-06 06:00:00,2035-04-06 06:00:00,2035-04-06,The News Buoy,ShadGPT,Mclaughlin-Chandler__0__0__The News Buoy,The News Buoy
Mclaughlin-Chandler,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Worf Peer,2035-04-06 12:00:00,2035-04-06 12:00:00,2035-04-06,Haacklee Herald,BassLine,Mclaughlin-Chandler__0__0__Haacklee Herald,Haacklee Herald
Bowers Group,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Olokun Daramola,2035-04-06 13:00:00,2035-04-06 13:00:00,2035-04-06,The News Buoy,BassLine,Bowers Group__0__0__The News Buoy,The News Buoy
Bowers Group,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Olokun Daramola,2035-04-06 13:00:00,2035-04-06 13:00:00,2035-04-06,The News Buoy,BassLine,Bowers Group__0__0__The News Buoy,The News Buoy
Bowers Group,Entity.Organization.FishingCompany,Event.Fishing,0.5,Tuna Shelf,Entity.Location.Region,Greta Grass-Hill,2035-04-06 15:00:00,2035-04-06 15:00:00,2035-04-06,Lomark Daily,BassLine,Bowers Group__0__0__Lomark Daily,Lomark Daily
