source,source_type,type,weight,target,target_type,_last_edited_by,_last_edited_date,_date_added,_date,_raw_source,_algorithm,_articleid
Phillips-Newton,Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Melinda Manning,2035-05-22 21:00:00,2035-05-22 21:00:00,2035-05-22,The News Buoy,ShadGPT,Phillips-Newton__0__0__The News Buoy
Hughes-Clark,Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Kristin Baker,2035-05-22 23:00:00,2035-05-22 23:00:00,2035-05-22,Haacklee Herald,ShadGPT,Hughes-Clark__0__0__Haacklee Herald
Hughes-Clark,Entity.Organization.FishingCompany,Event.Transaction,0,Moore-Simon,Entity.Organization.FishingCompany,Kristin Baker,2035-05-22 23:00:00,2035-05-22 23:00:00,2035-05-22,Haacklee Herald,ShadGPT,Hughes-Clark__0__0__Haacklee Herald
Hughes-Clark,Entity.Organization.FishingCompany,Event.Transaction,0,"Collins, Johnson and Lloyd",Entity.Organization.FishingCompany,Kristin Baker,2035-05-22 23:00:00,2035-05-22 23:00:00,2035-05-22,Haacklee Herald,ShadGPT,Hughes-Clark__0__0__Haacklee Herald
Hughes-Clark,Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Kristin Baker,2035-05-22 23:00:00,2035-05-22 23:00:00,2035-05-22,Haacklee Herald,ShadGPT,Hughes-Clark__0__0__Haacklee Herald
Hughes-Clark,Entity.Organization.FishingCompany,Event.Fishing,0,Cod Table,Entity.Location.Region,Kristin Baker,2035-05-22 23:00:00,2035-05-22 23:00:00,2035-05-22,Haacklee Herald,ShadGPT,Hughes-Clark__0__0__Haacklee Herald
Hughes-Clark,Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Kristin Baker,2035-05-22 23:00:00,2035-05-22 23:00:00,2035-05-22,Haacklee Herald,ShadGPT,Hughes-Clark__0__0__Haacklee Herald
Sanchez-Moreno,Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Greta Grass-Hill,2035-05-23 04:00:00,2035-05-23 04:00:00,2035-05-23,Lomark Daily,BassLine,Sanchez-Moreno__0__0__Lomark Daily
Sanchez-Moreno,Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Greta Grass-Hill,2035-05-23 04:00:00,2035-05-23 04:00:00,2035-05-23,Lomark Daily,BassLine,Sanchez-Moreno__0__0__Lomark Daily
Sanchez-Moreno,Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Greta Grass-Hill,2035-05-23 04:00:00,2035-05-23 04:00:00,2035-05-23,Lomark Daily,BassLine,Sanchez-Moreno__0__0__Lomark Daily
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Transaction,0,Barnett Ltd,Entity.Organization.FishingCompany,Greta Grass-Hill,2035-05-23 05:00:00,2035-05-23 05:00:00,2035-05-23,Haacklee Herald,ShadGPT,"Valdez, Dalton and Cook__0__0__Haacklee Herald"
Wu-Hart,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1,Cod Table,Entity.Location.Region,Worf Peer,2035-05-23 05:00:00,2035-05-23 05:00:00,2035-05-23,The News Buoy,ShadGPT,Wu-Hart__0__0__The News Buoy
"Rasmussen, Nelson and King",Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Worf Peer,2035-05-23 05:00:00,2035-05-23 05:00:00,2035-05-23,The News Buoy,BassLine,"Rasmussen, Nelson and King__0__0__The News Buoy"
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1,Cod Table,Entity.Location.Region,Greta Grass-Hill,2035-05-23 05:00:00,2035-05-23 05:00:00,2035-05-23,Haacklee Herald,ShadGPT,"Valdez, Dalton and Cook__0__0__Haacklee Herald"
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Greta Grass-Hill,2035-05-23 05:00:00,2035-05-23 05:00:00,2035-05-23,Haacklee Herald,ShadGPT,"Valdez, Dalton and Cook__0__0__Haacklee Herald"
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Greta Grass-Hill,2035-05-23 05:00:00,2035-05-23 05:00:00,2035-05-23,Haacklee Herald,ShadGPT,"Valdez, Dalton and Cook__0__0__Haacklee Herald"
"Rasmussen, Nelson and King",Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Worf Peer,2035-05-23 05:00:00,2035-05-23 05:00:00,2035-05-23,The News Buoy,BassLine,"Rasmussen, Nelson and King__0__0__The News Buoy"
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Transaction,0,Watson-Gray,Entity.Organization.FishingCompany,Greta Grass-Hill,2035-05-23 05:00:00,2035-05-23 05:00:00,2035-05-23,Haacklee Herald,ShadGPT,"Valdez, Dalton and Cook__0__0__Haacklee Herald"
"Rasmussen, Nelson and King",Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Worf Peer,2035-05-23 05:00:00,2035-05-23 05:00:00,2035-05-23,The News Buoy,BassLine,"Rasmussen, Nelson and King__0__0__The News Buoy"
"Rasmussen, Nelson and King",Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Worf Peer,2035-05-23 05:00:00,2035-05-23 05:00:00,2035-05-23,The News Buoy,BassLine,"Rasmussen, Nelson and King__0__0__The News Buoy"
"Rasmussen, Nelson and King",Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1,Cod Table,Entity.Location.Region,Worf Peer,2035-05-23 05:00:00,2035-05-23 05:00:00,2035-05-23,The News Buoy,BassLine,"Rasmussen, Nelson and King__0__0__The News Buoy"
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Transaction,0,"Dawson, Miles and Little",Entity.Organization.Company,Greta Grass-Hill,2035-05-23 05:00:00,2035-05-23 05:00:00,2035-05-23,Haacklee Herald,ShadGPT,"Valdez, Dalton and Cook__0__0__Haacklee Herald"
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Transaction,0,Allen-Weiss,Entity.Organization.Company,Greta Grass-Hill,2035-05-23 05:00:00,2035-05-23 05:00:00,2035-05-23,Haacklee Herald,ShadGPT,"Valdez, Dalton and Cook__0__0__Haacklee Herald"
City Of Centralia,Entity.Organization.GovernmentOrg,Event.Applaud,1,"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Greta Grass-Hill,2035-05-23 05:00:00,2035-05-23 05:00:00,2035-05-23,Haacklee Herald,ShadGPT,"Valdez, Dalton and Cook__0__0__Haacklee Herald"
"Rasmussen, Nelson and King",Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Worf Peer,2035-05-23 05:00:00,2035-05-23 05:00:00,2035-05-23,The News Buoy,BassLine,"Rasmussen, Nelson and King__0__0__The News Buoy"
City Of Paackland,Entity.Organization.GovernmentOrg,Event.Applaud,1,"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Greta Grass-Hill,2035-05-23 05:00:00,2035-05-23 05:00:00,2035-05-23,Haacklee Herald,ShadGPT,"Valdez, Dalton and Cook__0__0__Haacklee Herald"
"Rasmussen, Nelson and King",Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1,Tuna Shelf,Entity.Location.Region,Worf Peer,2035-05-23 05:00:00,2035-05-23 05:00:00,2035-05-23,The News Buoy,BassLine,"Rasmussen, Nelson and King__0__0__The News Buoy"
Wu-Hart,Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Worf Peer,2035-05-23 05:00:00,2035-05-23 05:00:00,2035-05-23,The News Buoy,ShadGPT,Wu-Hart__0__0__The News Buoy
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Greta Grass-Hill,2035-05-23 05:00:00,2035-05-23 05:00:00,2035-05-23,Haacklee Herald,ShadGPT,"Valdez, Dalton and Cook__0__0__Haacklee Herald"
Wu-Hart,Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Worf Peer,2035-05-23 05:00:00,2035-05-23 05:00:00,2035-05-23,The News Buoy,ShadGPT,Wu-Hart__0__0__The News Buoy
"Rasmussen, Nelson and King",Entity.Organization.FishingCompany,Event.Transaction,0,Rosario-Melendez,Entity.Organization.FishingCompany,Worf Peer,2035-05-23 05:00:00,2035-05-23 05:00:00,2035-05-23,The News Buoy,BassLine,"Rasmussen, Nelson and King__0__0__The News Buoy"
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Transaction,0,Rhodes-Thompson,Entity.Organization.FishingCompany,Urashima Tarō,2035-05-23 06:00:00,2035-05-23 06:00:00,2035-05-23,Lomark Daily,BassLine,"Valdez, Dalton and Cook__0__0__Lomark Daily"
"Valdez, Dalton and Cook",Entity.Organization.FishingCompany,Event.Transaction,0,Wong-Harrell,Entity.Organization.Company,Urashima Tarō,2035-05-23 06:00:00,2035-05-23 06:00:00,2035-05-23,Lomark Daily,BassLine,"Valdez, Dalton and Cook__0__0__Lomark Daily"
Solis-Lopez,Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Junior Shurdlu,2035-05-23 08:00:00,2035-05-23 08:00:00,2035-05-23,Haacklee Herald,ShadGPT,Solis-Lopez__0__0__Haacklee Herald
Wu-Hart,Entity.Organization.FishingCompany,Event.Transaction,0,"Anderson, Brown and Green",Entity.Organization.FishingCompany,Greta Grass-Hill,2035-05-23 08:00:00,2035-05-23 08:00:00,2035-05-23,Haacklee Herald,ShadGPT,Wu-Hart__0__0__Haacklee Herald
Solis-Lopez,Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Clepper Jessen,2035-05-23 08:00:00,2035-05-23 08:00:00,2035-05-23,Lomark Daily,BassLine,Solis-Lopez__0__0__Lomark Daily
Wu-Hart,Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Greta Grass-Hill,2035-05-23 08:00:00,2035-05-23 08:00:00,2035-05-23,Haacklee Herald,ShadGPT,Wu-Hart__0__0__Haacklee Herald
Solis-Lopez,Entity.Organization.FishingCompany,Event.Transaction,0,Jones Group,Entity.Organization.FishingCompany,Junior Shurdlu,2035-05-23 08:00:00,2035-05-23 08:00:00,2035-05-23,Haacklee Herald,ShadGPT,Solis-Lopez__0__0__Haacklee Herald
Wu-Hart,Entity.Organization.FishingCompany,Event.Fishing,0,Cod Table,Entity.Location.Region,Greta Grass-Hill,2035-05-23 08:00:00,2035-05-23 08:00:00,2035-05-23,Haacklee Herald,ShadGPT,Wu-Hart__0__0__Haacklee Herald
Solis-Lopez,Entity.Organization.FishingCompany,Event.Transaction,0,"Garcia, Merritt and Rose",Entity.Organization.Company,Junior Shurdlu,2035-05-23 08:00:00,2035-05-23 08:00:00,2035-05-23,Haacklee Herald,ShadGPT,Solis-Lopez__0__0__Haacklee Herald
Wu-Hart,Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Greta Grass-Hill,2035-05-23 08:00:00,2035-05-23 08:00:00,2035-05-23,Haacklee Herald,ShadGPT,Wu-Hart__0__0__Haacklee Herald
Wu-Hart,Entity.Organization.FishingCompany,Event.Transaction,0,"Clarke, Scott and Sloan",Entity.Organization.FishingCompany,Greta Grass-Hill,2035-05-23 08:00:00,2035-05-23 08:00:00,2035-05-23,Haacklee Herald,ShadGPT,Wu-Hart__0__0__Haacklee Herald
Wu-Hart,Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Greta Grass-Hill,2035-05-23 08:00:00,2035-05-23 08:00:00,2035-05-23,Haacklee Herald,ShadGPT,Wu-Hart__0__0__Haacklee Herald
Solis-Lopez,Entity.Organization.FishingCompany,Event.Fishing,0,Wrasse Beds,Entity.Location.Region,Junior Shurdlu,2035-05-23 08:00:00,2035-05-23 08:00:00,2035-05-23,Haacklee Herald,ShadGPT,Solis-Lopez__0__0__Haacklee Herald
Wu-Hart,Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Greta Grass-Hill,2035-05-23 08:00:00,2035-05-23 08:00:00,2035-05-23,Haacklee Herald,ShadGPT,Wu-Hart__0__0__Haacklee Herald
Solis-Lopez,Entity.Organization.FishingCompany,Event.Transaction,0,"James, Bell and Chen",Entity.Organization.Company,Junior Shurdlu,2035-05-23 08:00:00,2035-05-23 08:00:00,2035-05-23,Haacklee Herald,ShadGPT,Solis-Lopez__0__0__Haacklee Herald
Solis-Lopez,Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Pelagia Alethea Mordoch,2035-05-23 10:00:00,2035-05-23 10:00:00,2035-05-23,The News Buoy,BassLine,Solis-Lopez__0__0__The News Buoy
Wu-Hart,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1,Cod Table,Entity.Location.Region,Pelagia Alethea Mordoch,2035-05-23 10:00:00,2035-05-23 10:00:00,2035-05-23,Lomark Daily,BassLine,Wu-Hart__0__0__Lomark Daily
Namorna Transit Ltd,Entity.Organization.Company,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Niklaus Oberon,2035-05-23 10:00:00,2035-05-23 10:00:00,2035-05-23,The News Buoy,BassLine,Namorna Transit Ltd__0__0__The News Buoy
Wu-Hart,Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Pelagia Alethea Mordoch,2035-05-23 10:00:00,2035-05-23 10:00:00,2035-05-23,Lomark Daily,BassLine,Wu-Hart__0__0__Lomark Daily
Namorna Transit Ltd,Entity.Organization.Company,Event.Transaction,0,"Chapman, Hall and Miller",Entity.Organization.Company,Niklaus Oberon,2035-05-23 10:00:00,2035-05-23 10:00:00,2035-05-23,The News Buoy,BassLine,Namorna Transit Ltd__0__0__The News Buoy
Wu-Hart,Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Pelagia Alethea Mordoch,2035-05-23 10:00:00,2035-05-23 10:00:00,2035-05-23,Lomark Daily,BassLine,Wu-Hart__0__0__Lomark Daily
Namorna Transit Ltd,Entity.Organization.Company,Event.Communication.Conference,1,Clark-Leon,Entity.Organization.FishingCompany,Niklaus Oberon,2035-05-23 10:00:00,2035-05-23 10:00:00,2035-05-23,The News Buoy,BassLine,Namorna Transit Ltd__0__0__The News Buoy
Namorna Transit Ltd,Entity.Organization.Company,Event.Transaction,0,Craig Ltd,Entity.Organization.FishingCompany,Niklaus Oberon,2035-05-23 10:00:00,2035-05-23 10:00:00,2035-05-23,The News Buoy,BassLine,Namorna Transit Ltd__0__0__The News Buoy
Wu-Hart,Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Pelagia Alethea Mordoch,2035-05-23 10:00:00,2035-05-23 10:00:00,2035-05-23,Lomark Daily,BassLine,Wu-Hart__0__0__Lomark Daily
Namorna Transit Ltd,Entity.Organization.Company,Event.Transaction,0,"Maldonado, Sanchez and Jones",Entity.Organization.Company,Niklaus Oberon,2035-05-23 10:00:00,2035-05-23 10:00:00,2035-05-23,The News Buoy,BassLine,Namorna Transit Ltd__0__0__The News Buoy
Namorna Transit Ltd,Entity.Organization.Company,Event.Transaction,0,"Nguyen, Marsh and Hall",Entity.Organization.Company,Niklaus Oberon,2035-05-23 10:00:00,2035-05-23 10:00:00,2035-05-23,The News Buoy,BassLine,Namorna Transit Ltd__0__0__The News Buoy
Solis-Lopez,Entity.Organization.FishingCompany,Event.Transaction,0,Wu-Hart,Entity.Organization.FishingCompany,Pelagia Alethea Mordoch,2035-05-23 10:00:00,2035-05-23 10:00:00,2035-05-23,The News Buoy,BassLine,Solis-Lopez__0__0__The News Buoy
Solis-Lopez,Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Pelagia Alethea Mordoch,2035-05-23 10:00:00,2035-05-23 10:00:00,2035-05-23,The News Buoy,BassLine,Solis-Lopez__0__0__The News Buoy
Solis-Lopez,Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Pelagia Alethea Mordoch,2035-05-23 10:00:00,2035-05-23 10:00:00,2035-05-23,The News Buoy,BassLine,Solis-Lopez__0__0__The News Buoy
Wu-Hart,Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Pelagia Alethea Mordoch,2035-05-23 10:00:00,2035-05-23 10:00:00,2035-05-23,Lomark Daily,BassLine,Wu-Hart__0__0__Lomark Daily
Wu-Hart,Entity.Organization.FishingCompany,Event.Fishing,0,Cod Table,Entity.Location.Region,Pelagia Alethea Mordoch,2035-05-23 10:00:00,2035-05-23 10:00:00,2035-05-23,Lomark Daily,BassLine,Wu-Hart__0__0__Lomark Daily
Sanchez-Moreno,Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Urashima Tarō,2035-05-23 16:00:00,2035-05-23 16:00:00,2035-05-23,The News Buoy,ShadGPT,Sanchez-Moreno__0__0__The News Buoy
Sanchez-Moreno,Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Urashima Tarō,2035-05-23 16:00:00,2035-05-23 16:00:00,2035-05-23,The News Buoy,ShadGPT,Sanchez-Moreno__0__0__The News Buoy
Sanchez-Moreno,Entity.Organization.FishingCompany,Event.Communication.Conference,1,Frey Inc,Entity.Organization.FishingCompany,Urashima Tarō,2035-05-23 16:00:00,2035-05-23 16:00:00,2035-05-23,The News Buoy,ShadGPT,Sanchez-Moreno__0__0__The News Buoy
Sanchez-Moreno,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1,Wrasse Beds,Entity.Location.Region,Urashima Tarō,2035-05-23 16:00:00,2035-05-23 16:00:00,2035-05-23,The News Buoy,ShadGPT,Sanchez-Moreno__0__0__The News Buoy
"Rasmussen, Nelson and King",Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Jack Inch,2035-05-23 17:00:00,2035-05-23 17:00:00,2035-05-23,Lomark Daily,BassLine,"Rasmussen, Nelson and King__0__0__Lomark Daily"
"Rasmussen, Nelson and King",Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Jack Inch,2035-05-23 17:00:00,2035-05-23 17:00:00,2035-05-23,Lomark Daily,BassLine,"Rasmussen, Nelson and King__0__0__Lomark Daily"
"Rasmussen, Nelson and King",Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Jack Inch,2035-05-23 17:00:00,2035-05-23 17:00:00,2035-05-23,Lomark Daily,BassLine,"Rasmussen, Nelson and King__0__0__Lomark Daily"
"Rasmussen, Nelson and King",Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Jack Inch,2035-05-23 17:00:00,2035-05-23 17:00:00,2035-05-23,Lomark Daily,BassLine,"Rasmussen, Nelson and King__0__0__Lomark Daily"
"Rasmussen, Nelson and King",Entity.Organization.FishingCompany,Event.Fishing,0,Tuna Shelf,Entity.Location.Region,Jack Inch,2035-05-23 17:00:00,2035-05-23 17:00:00,2035-05-23,Lomark Daily,BassLine,"Rasmussen, Nelson and King__0__0__Lomark Daily"
"Rasmussen, Nelson and King",Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Jack Inch,2035-05-23 17:00:00,2035-05-23 17:00:00,2035-05-23,Lomark Daily,BassLine,"Rasmussen, Nelson and King__0__0__Lomark Daily"
Sanchez-Moreno,Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Melinda Manning,2035-05-23 18:00:00,2035-05-23 18:00:00,2035-05-23,Haacklee Herald,BassLine,Sanchez-Moreno__0__0__Haacklee Herald
Sanchez-Moreno,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1,Wrasse Beds,Entity.Location.Region,Melinda Manning,2035-05-23 18:00:00,2035-05-23 18:00:00,2035-05-23,Haacklee Herald,BassLine,Sanchez-Moreno__0__0__Haacklee Herald
Sanchez-Moreno,Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Melinda Manning,2035-05-23 18:00:00,2035-05-23 18:00:00,2035-05-23,Haacklee Herald,BassLine,Sanchez-Moreno__0__0__Haacklee Herald
Cervantes-Kramer,Entity.Organization.FishingCompany,Event.Transaction,0,Paul Inc,Entity.Organization.Company,Olokun Daramola,2035-05-23 19:00:00,2035-05-23 19:00:00,2035-05-23,Lomark Daily,BassLine,Cervantes-Kramer__1__1__Lomark Daily
Cervantes-Kramer,Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Olokun Daramola,2035-05-23 19:00:00,2035-05-23 19:00:00,2035-05-23,Lomark Daily,BassLine,Cervantes-Kramer__1__1__Lomark Daily
Cervantes-Kramer,Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Olokun Daramola,2035-05-23 19:00:00,2035-05-23 19:00:00,2035-05-23,Lomark Daily,BassLine,Cervantes-Kramer__1__1__Lomark Daily
Cervantes-Kramer,Entity.Organization.FishingCompany,Event.Transaction,0,"Faulkner, Schmidt and Wheeler",Entity.Organization.Company,Olokun Daramola,2035-05-23 19:00:00,2035-05-23 19:00:00,2035-05-23,Lomark Daily,BassLine,Cervantes-Kramer__1__1__Lomark Daily
Cervantes-Kramer,Entity.Organization.FishingCompany,Event.Transaction,0,Jefferson Inc,Entity.Organization.Company,Olokun Daramola,2035-05-23 19:00:00,2035-05-23 19:00:00,2035-05-23,Lomark Daily,BassLine,Cervantes-Kramer__1__1__Lomark Daily
Cervantes-Kramer,Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Olokun Daramola,2035-05-23 19:00:00,2035-05-23 19:00:00,2035-05-23,Lomark Daily,BassLine,Cervantes-Kramer__1__1__Lomark Daily
Cervantes-Kramer,Entity.Organization.FishingCompany,Event.Transaction,0,"Jackson, Mendez and Nguyen",Entity.Organization.Company,Olokun Daramola,2035-05-23 19:00:00,2035-05-23 19:00:00,2035-05-23,Lomark Daily,BassLine,Cervantes-Kramer__1__1__Lomark Daily
PregolyaDredge Logistics Incorporated,Entity.Organization.LogisticsCompany,Event.Transaction,0,Holt PLC,Entity.Organization.Company,Niklaus Oberon,2035-05-23 22:00:00,2035-05-23 22:00:00,2035-05-23,The News Buoy,BassLine,PregolyaDredge Logistics Incorporated__0__0__The News Buoy
PregolyaDredge Logistics Incorporated,Entity.Organization.LogisticsCompany,Event.Invest,1,Safety,Entity.Commodity,Niklaus Oberon,2035-05-23 22:00:00,2035-05-23 22:00:00,2035-05-23,The News Buoy,BassLine,PregolyaDredge Logistics Incorporated__0__0__The News Buoy
PregolyaDredge Logistics Incorporated,Entity.Organization.LogisticsCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Niklaus Oberon,2035-05-23 22:00:00,2035-05-23 22:00:00,2035-05-23,The News Buoy,BassLine,PregolyaDredge Logistics Incorporated__0__0__The News Buoy
